SIRSé; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune et arrondissement; ; ; ; ; ; ; ; ; 
Code;Libellé;Population des moins de 18 ans 2016;Nombre de chômeurs chez les 15-64 ans (RP) 2016;Nombre de chômeurs chez les 15-24 ans (RP) 2016;Nombre de résidences principales en HLM 2016;Revenu fiscal médian 2016;Population des 65 ans ou plus 2016;Taux de natalité 2016;Population municipale 2016
23204;Saint-Julien-le-Châtel;19;5;1;0;16466;47;0;145
23205;Saint-Junien-la-Bregère;25;12;2;0;15086;51;0;138
23206;Saint-Laurent;155;27;8;20;20496;136;4.4;689
23207;Saint-Léger-Bridereix;38;17;4;7;17060;48;5;200
23208;Saint-Léger-le-Guérétois;92;19;4;4;20688;82;9.2;436
23209;Saint-Loup;23;4;1;0;17544;66;5.5;182
23210;Saint-Maixant;46;8;4;0;21182;62;4.2;239
23211;Saint-Marc-à-Frongier;80;15;2;4;18638;104;0;421
23212;Saint-Marc-à-Loubaud;24;10;3;2;15644;37;7.3;137
23213;Saint-Marien;30;11;2;0;13698;42;10.6;188
23214;Saint-Martial-le-Mont;46;17;3;0;20124;76;11.7;256
23215;Saint-Martial-le-Vieux;27;7;1;9;16270;21;14.9;134
23216;Saint-Martin-Château;25;12;2;0;14542;48;0;145
23217;Saint-Martin-Sainte-Catherine;49;13;6;0;17102;119;8.8;341
23218;Saint-Maurice-près-Crocq;14;4;0;0;13738;32;10;100
23219;Saint-Maurice-la-Souterraine;272;71;14;20;18236;266;13;1227
23220;Saint-Médard-la-Rochette;114;30;5;0;17203;163;1.7;592
23221;Saint-Merd-la-Breuille;24;10;2;0;16184;62;0;189
23222;Saint-Michel-de-Veisse;28;9;0;0;21394;33;12.3;163
23223;Saint-Moreil;32;22;2;0;15698;77;4.5;221
23224;Saint-Oradoux-de-Chirouze;6;2;0;1;N/A;22;0;66
23225;Saint-Oradoux-près-Crocq;12;4;1;0;16414;35;0;99
23226;Saint-Pardoux-d'Arnet;35;4;2;0;16968;51;5.9;170
23227;Saint-Pardoux-Morterolles;23;10;3;0;16782;65;4.9;204
23228;Saint-Pardoux-le-Neuf;41;9;3;0;19527;44;5.3;188
23229;Saint-Pardoux-les-Cards;32;17;4;0;16900;93;6.9;290
23230;Saint-Pierre-Chérignat;23;9;1;0;18312;43;5.9;170
23232;Saint-Pierre-Bellevue;37;9;3;4;16598;74;0;214
23233;Saint-Pierre-le-Bost;16;7;1;0;18038;51;0;131
23234;Saint-Priest;19;9;3;0;15540;53;6.2;162
23235;Saint-Priest-la-Feuille;168;31;7;17;19014;168;10.4;770
23236;Saint-Priest-la-Plaine;47;8;3;1;18054;76;3.8;261
23237;Saint-Priest-Palus;6;1;0;0;N/A;22;18.2;55
23238;Saint-Quentin-la-Chabanne;80;14;2;11;18872;100;7.4;403
23239;Saint-Sébastien;101;29;4;15;17080;220;6.1;655
23240;Saint-Silvain-Bas-le-Roc;53;23;8;0;18159;128;2.4;409
23241;Saint-Silvain-Bellegarde;35;9;2;0;17594;54;19.3;207
23242;Saint-Silvain-Montaigut;41;11;2;0;19244;47;14.5;207
23243;Saint-Silvain-sous-Toulx;26;9;1;0;15194;57;24.5;163
23244;Saint-Sulpice-le-Dunois;113;26;7;5;18724;176;3.3;612
23245;Saint-Sulpice-le-Guérétois;372;104;24;17;21908;440;7.6;1969
23246;Saint-Sulpice-les-Champs;63;27;9;4;16496;104;2.8;357
23247;Saint-Vaury;346;78;17;105;20424;458;9.1;1764
23248;Saint-Victor-en-Marche;88;20;3;8;19672;65;15.6;385
23249;Saint-Yrieix-la-Montagne;41;13;0;2;14684;75;8.9;225
23250;Saint-Yrieix-les-Bois;58;26;5;0;17214;58;10.5;286
23251;Tardes;30;4;2;0;17286;39;0;137
23252;Tercillat;12;7;0;0;16074;80;0;159
23253;Thauron;37;12;0;0;17314;45;11.4;176
23254;Toulx-Sainte-Croix;25;14;4;0;15014;94;0;265
23255;Trois-Fonds;25;10;2;0;19074;28;8.3;121
23257;Vallière;114;39;6;34;16332;230;4.1;729
23258;Vareilles;58;10;1;11;18478;79;0;311
23259;Verneiges;30;2;0;0;22094;25;0;111
23260;Vidaillat;24;6;0;0;15820;63;0;156
23261;Viersat;53;17;4;9;16082;77;6.6;305
23262;Vigeville;38;13;1;0;16556;37;6;167
23263;Villard;77;12;2;0;18704;117;5.4;368
23264;La Villedieu;3;4;2;0;N/A;20;0;49
23265;La Villeneuve;10;5;1;0;N/A;20;0;66
23266;La Villetelle;39;8;0;0;16584;47;0;169
24001;Abjat-sur-Bandiat;89;27;5;0;17284;234;3.2;617
24002;Agonac;363;74;18;29;20718;399;6.8;1755
24004;Ajat;62;27;6;0;17692;75;0;327
24005;Alles-sur-Dordogne;71;24;7;0;19686;116;10.5;382
24006;Allas-les-Mines;36;9;1;0;18590;65;0;208
24007;Allemans;84;25;4;0;19754;151;7.6;523
24008;Angoisse;118;28;9;10;17456;148;5;605
24009;Anlhiac;37;13;1;0;18790;92;3.6;276
24010;Annesse-et-Beaulieu;252;62;16;0;21214;395;4.1;1458
24011;Antonne-et-Trigonant;218;64;11;11;21596;373;6.4;1258
24012;Archignac;78;13;3;0;17150;80;19.7;355
24014;Aubas;138;40;6;11;18032;140;3.2;621
24015;Audrix;47;16;4;0;18714;74;0;282
24016;Augignac;129;49;8;5;17952;233;6.1;814
24018;Auriac-du-Périgord;56;26;6;5;19354;101;5.3;377
24019;Azerat;88;22;3;4;17700;112;2.2;445
24020;La Bachellerie;200;69;9;43;19704;205;2.2;901
24021;Badefols-d'Ans;52;37;3;15;16212;142;4.8;415
24022;Badefols-sur-Dordogne;40;12;5;4;18636;46;9.4;213
24023;Baneuil;58;23;6;0;21586;94;5.6;356
24024;Bardou;11;2;0;0;N/A;12;22.7;44
24025;Bars;41;27;2;1;15534;56;12.6;238
24026;Bassillac et Auberoche;936;223;48;26;20964;868;11.8;4473
24027;Bayac;77;16;2;11;19712;76;11.4;350
24028;Beaumontois en Périgord;310;99;24;41;19334;618;9.7;1847
24029;Beaupouyet;96;19;6;0;16660;123;2;497
24030;Beauregard-de-Terrasson;136;36;4;36;18902;202;2.8;716
24031;Beauregard-et-Bassac;54;25;6;5;18539;50;15.1;265
24032;Beauronne;73;37;7;0;17723;86;10.9;368
24034;Beleymas;41;8;2;0;20342;55;7.2;277
24035;Pays de Belvès;271;99;22;38;18438;455;4.1;1451
24036;Berbiguières;28;9;1;0;20426;48;11.1;180
24037;Bergerac;4949;2197;433;1514;17434;8282;7.8;27269
24038;Bertric-Burée;92;21;3;17;17652;114;11.1;451
24039;Besse;18;13;2;0;15296;49;12.8;156
24040;Beynac-et-Cazenac;69;35;6;7;18894;186;5.5;550
24042;Biras;178;31;6;4;19194;109;6;664
24043;Biron;24;6;1;2;14938;53;0;177
24045;Boisse;53;7;2;0;17274;69;0;247
24046;Boisseuilh;14;6;2;0;15420;44;8.3;120
24048;Bonneville-et-Saint-Avit-de-Fumadières;80;18;4;0;18736;73;6.3;320
24050;Borrèze;83;22;2;6;17524;68;0;343
24051;Bosset;33;10;3;0;18898;57;14.2;212
24052;Bouillac;25;11;2;0;15168;32;8;125
24053;Boulazac Isle Manoire;2316;605;139;655;21044;1956;10.6;10557
24054;Bouniagues;132;28;7;0;18654;124;5.1;583
24055;Bourdeilles;93;35;3;17;20242;249;10.9;734
24056;Le Bourdeix;42;13;3;0;18704;58;0;230
24057;Bourg-des-Maisons;11;4;0;0;N/A;20;14.9;67
24058;Bourg-du-Bost;48;18;4;0;15936;61;17.5;229
24059;Bourgnac;56;16;1;1;19072;105;14.4;347
24060;Bourniquel;9;3;0;0;N/A;22;29.9;67
24061;Bourrou;28;4;2;0;19506;32;15.4;130
24062;Bouteilles-Saint-Sébastien;30;14;1;0;13944;52;11.5;174
24063;Bouzic;20;1;0;0;17332;59;6.6;152
24064;Brantôme en Périgord;593;178;39;36;N/A;1167;8.5;3747
24066;Brouchaud;41;15;1;0;19514;65;13.5;223
24067;Le Bugue;344;149;29;46;18476;1138;7.6;2622
24068;Le Buisson-de-Cadouin;286;138;20;35;18838;693;1.5;1962
24069;Bussac;86;23;5;1;18544;68;10.2;391
24070;Busserolles;59;27;4;0;15742;169;10;501
24071;Bussière-Badil;59;24;6;7;17114;137;15;400
24073;Calès;67;17;3;8;17478;127;5.1;392
24074;Calviac-en-Périgord;87;15;5;10;19348;139;10;502
24075;Campagnac-lès-Quercy;48;18;2;0;17468;92;0;293
24076;Campagne;69;17;3;0;19630;95;10.4;384
24077;Campsegret;84;28;11;0;18994;82;10.3;389
24080;Capdrot;63;20;0;6;17764;187;6.1;489
24081;Carlux;108;36;7;12;19468;193;4.8;628
24082;Carsac-Aillac;305;79;17;21;21064;430;4.4;1603
24083;Carsac-de-Gurson;29;10;1;0;19266;68;15.5;194
24084;Carves;13;2;2;0;16508;43;19.2;104
24085;La Cassagne;34;13;3;0;16516;36;6.5;153
24086;Castelnaud-la-Chapelle;108;21;3;21;18628;118;15.1;464
24087;Castels et Bézenac;112;50;7;0;19004;302;5;804
24088;Cause-de-Clérans;66;17;1;0;18886;96;29;345
24089;Cazoulès;62;32;5;24;18616;141;4.3;462
24090;Celles;109;18;2;0;17320;141;8.6;579
24091;Cénac-et-Saint-Julien;234;85;16;26;18840;348;7.5;1205
24094;Chalagnac;95;25;10;0;20056;76;6.9;432
24095;Chalais;57;18;2;3;17886;119;12.6;398
24096;Champagnac-de-Belair;125;43;8;18;20446;177;9.5;733
24097;Champagne-et-Fontaine;56;25;2;0;18776;120;2.5;405
24098;Champcevinel;572;112;25;72;24288;670;5.6;2860
24100;Champniers-et-Reilhac;64;26;3;0;16146;153;10.7;467
24101;Champs-Romain;45;15;1;0;16756;95;3.4;294
24102;Chancelade;795;182;31;161;21812;1202;7.7;4268
24104;Chantérac;145;28;6;7;19094;133;9.7;620
24105;Chapdeuil;17;7;1;0;19662;34;7.6;132
24106;La Chapelle-Aubareil;127;35;7;0;16786;103;7.5;535
24107;La Chapelle-Faucher;74;16;4;0;18470;106;2.4;423
24108;La Chapelle-Gonaguet;264;47;7;6;22010;192;7.5;1068
24109;La Chapelle-Grésignac;8;3;0;5;N/A;32;9.3;107
24110;La Chapelle-Montabourlet;8;4;0;0;N/A;22;0;65
24111;La Chapelle-Montmoreau;3;0;0;0;N/A;33;0;69
24113;La Chapelle-Saint-Jean;17;7;1;0;N/A;25;0;91
24114;Chassaignes;9;4;0;1;N/A;18;14.7;68
24115;Château-l'Évêque;463;100;24;42;20758;457;10.2;2149
24116;Châtres;42;14;1;4;17664;49;5.2;192
24117;Les Coteaux Périgourdins;140;26;4;0;20180;96;11.9;587
24119;Cherval;39;20;6;0;18572;96;0;273
24120;Cherveix-Cubas;78;11;2;5;19540;204;0;574
24121;Chourgnac;7;3;0;0;N/A;23;0;60
24122;Cladech;24;9;4;0;17018;21;29.1;103
24123;Clermont-de-Beauregard;15;6;1;0;15190;26;10.2;98
24124;Clermont-d'Excideuil;27;7;3;0;17818;94;12.7;236
24126;Colombier;55;16;5;0;20476;43;23.9;251
24128;Comberanche-et-Épeluche;32;10;2;0;17554;39;6;167
24129;Condat-sur-Trincou;96;27;8;0;18658;112;2.1;474
24130;Condat-sur-Vézère;185;61;12;31;19234;224;7.8;893
24131;Connezac;5;4;1;0;N/A;26;0;76
24132;Conne-de-Labarde;56;9;0;0;19948;54;0;244
24133;La Coquille;193;88;22;31;17528;504;6.7;1348
24134;Corgnac-sur-l'Isle;129;33;9;9;19058;275;6;836
24135;Cornille;134;26;5;0;24004;133;8.8;678
24136;Coubjours;18;6;2;0;16859;45;7.7;130
24137;Coulaures;135;37;3;7;18980;215;8.1;744
24138;Coulounieix-Chamiers;1460;541;123;780;19440;2266;12.6;7948
24139;Coursac;549;81;18;28;21798;290;9.4;2132
24140;Cours-de-Pile;355;73;12;0;20134;430;8.1;1600
24141;Coutures;25;11;3;2;18208;56;10.7;187
24142;Coux et Bigaroque-Mouzens;209;59;16;6;19414;358;2.5;1220
24143;Couze-et-Saint-Front;121;41;6;45;18626;233;4.2;721
24144;Creyssac;12;7;1;0;N/A;30;0;100
24145;Creysse;321;133;36;144;20032;417;8;1744
24146;Creyssensac-et-Pissot;55;12;1;0;20004;45;7.7;259
24147;Cubjac-Auvézère-Val d'Ans;193;63;13;0;19124;274;5.6;1080
24148;Cunèges;64;16;2;0;20241;77;10.2;295
24150;Daglan;71;33;6;18;18110;195;3.6;549
24151;Doissat;18;8;0;0;14556;31;0;107
24152;Domme;136;79;15;30;18444;329;3.3;912
24153;La Dornac;92;22;5;0;21118;80;4.9;405
24154;Douchapt;81;15;2;1;18248;80;2.8;362
24155;Douville;100;9;1;0;19192;97;6.6;453
24156;La Douze;257;95;19;7;18342;227;9.7;1139
24157;Douzillac;171;57;15;19;18000;211;13.6;807
24158;Dussac;40;15;4;0;19238;133;9.9;404
24159;Échourgnac;51;25;7;1;18882;121;10.1;398
24160;Église-Neuve-de-Vergt;141;17;2;1;21662;85;3.7;546
24161;Église-Neuve-d'Issac;24;7;4;0;17434;43;0;140
24162;Escoire;80;16;6;0;22858;74;4.8;421
24163;Étouars;21;9;3;0;13492;50;6.5;154
24164;Excideuil;148;62;8;53;17170;516;3.4;1181
24165;Eygurande-et-Gardedeuil;80;28;7;0;17028;87;7.5;398
24167;Eymet;369;137;22;64;17996;1069;7.9;2646
24168;Plaisance;63;31;3;1;17178;131;0;426
24171;Eyzerac;78;18;2;1;20372;144;12.4;563
24172;Les Eyzies;165;81;12;15;N/A;334;6.4;1092
24174;Fanlac;19;7;0;0;18208;47;7.4;135
24175;Les Farges;58;17;5;0;22098;73;9.4;318
24176;Faurilles;5;2;0;0;N/A;12;0;35
24177;Faux;113;31;7;0;20146;172;8;622
24179;La Feuillade;151;38;8;0;22390;129;8.2;735
24180;Firbeix;50;17;3;0;16864;92;16.3;306
24182;Le Fleix;316;77;21;0;18800;416;7.4;1491
24183;Fleurac;29;13;0;0;16162;78;4.1;246
24184;Florimont-Gaumier;21;5;0;1;17400;52;7;143
24186;Fonroque;65;17;5;0;17740;83;15.4;324
24188;Fossemagne;102;28;3;3;17316;142;13;540
24189;Fougueyrolles;122;27;7;0;19240;96;6.1;495
24190;Fouleix;52;12;1;0;16874;47;12.4;241
24191;Fraisse;36;12;2;0;17350;35;5.8;171
24192;Gabillou;13;3;0;0;N/A;31;10.4;96
24193;Gageac-et-Rouillac;79;18;6;0;20946;109;8.9;448
24194;Gardonne;337;103;21;39;18772;395;7.6;1577
24195;Gaugeac;18;7;3;1;15692;36;0;115
24196;Génis;56;24;5;0;19568;181;4.3;469
24197;Ginestet;120;31;5;5;22310;176;9.7;725
24199;Gout-Rossignol;44;8;1;6;17532;190;5.2;381
24200;Grand-Brassac;100;30;5;0;17170;134;7.5;531
24202;Granges-d'Ans;15;6;0;0;19106;75;6.5;155
24205;Grignols;135;52;12;7;18790;146;13.7;659
24206;Grives;21;4;0;0;17422;39;7.6;131
24207;Groléjac;125;53;6;8;19068;175;9.2;649
24208;Grun-Bordas;48;18;2;0;17828;38;22.7;220
24209;Hautefaye;25;7;3;0;15026;37;0;133
24210;Hautefort;119;35;7;25;18378;332;3.2;946
24211;Issac;87;25;5;3;17441;106;11.4;437
24212;Issigeac;116;39;9;5;19460;271;9.1;766
24213;Jaure;36;15;1;0;21286;36;5.9;169
24214;Javerlhac-et-la-Chapelle-Saint-Robert;123;45;5;6;18030;256;9.4;852
24215;Jayac;27;9;1;0;15999;58;0;178
24216;La Jemaye-Ponteyraud;30;7;0;1;16282;33;0;153
24217;Journiac;86;13;2;0;20880;105;7;430
24218;Jumilhac-le-Grand;216;69;14;36;17476;331;6.4;1244
24220;Lacropte;132;56;10;10;16556;144;19.8;657
24221;Rudeau-Ladosse;62;11;3;0;18686;30;6.2;161
24222;La Force;515;176;47;40;19520;673;8.3;2643
24223;Lalinde;418;183;45;92;19344;1087;4.3;2799
24224;Lamonzie-Montastruc;163;47;10;0;20448;135;8.4;717
24225;Lamonzie-Saint-Martin;570;146;31;55;19416;522;12.7;2515
24226;Lamothe-Montravel;244;80;20;0;17682;378;6.9;1310
24227;Lanouaille;140;47;11;25;17880;353;4.9;1019
24228;Lanquais;86;21;5;0;19620;155;2;497
24229;Le Lardin-Saint-Lazare;331;160;40;91;18236;453;9.5;1793
24230;Larzac;34;13;4;0;15634;21;14.4;139
24231;Lavalade;13;4;1;0;N/A;19;0;84
24232;Lavaur;11;5;1;0;N/A;18;0;68
24234;Les Lèches;63;20;2;0;19058;98;8.2;366
24236;Léguillac-de-l'Auche;246;43;14;3;19833;161;7.1;981
24237;Lembras;188;53;3;1;22140;310;7;1145
24238;Lempzours;28;7;2;0;17886;43;0;133
24240;Limeuil;53;27;4;7;16918;101;11.8;338
24241;Limeyrat;99;28;4;16;16644;96;6.7;447
24242;Liorac-sur-Louyre;35;9;4;0;22856;71;8.3;241
24243;Lisle;137;41;3;9;18200;291;11.4;881
24244;Lolme;18;4;0;0;16708;116;0;199
24245;Loubejac;48;10;3;0;15376;80;7.4;269
24246;Lunas;85;27;8;1;19350;73;16.3;368
24247;Lusignac;34;11;3;0;16428;51;16.3;184
24248;Lussas-et-Nontronneau;37;15;3;0;18300;90;0;308
24251;Manzac-sur-Vern;119;41;5;0;19464;141;13.4;597
24252;Marcillac-Saint-Quentin;158;45;10;1;19706;133;10.2;781
24253;Mareuil en Périgord;329;114;23;22;18506;868;4.2;2395
24254;Marnac;29;8;1;0;19828;57;10.6;189
24255;Marquay;104;32;3;0;18864;156;8.7;575
24256;Marsac-sur-l'Isle;682;161;47;108;20214;521;10.9;3118
24257;Marsalès;41;7;2;0;18498;72;4.2;238
24259;Eyraud-Crempse-Maurens;328;93;16;1;N/A;375;7.5;1600
24260;Mauzac-et-Grand-Castang;103;40;9;38;18314;211;2.3;875
24261;Mauzens-et-Miremont;40;17;2;0;17774;88;6.7;299
24262;Mayac;68;27;2;0;20220;72;5.9;338
24263;Mazeyrolles;50;17;3;7;16302;107;3.2;316
24264;Ménesplet;396;120;29;13;18666;434;9.9;1814
24266;Mensignac;356;89;10;14;18954;272;11.1;1537
24267;Mescoules;36;10;1;0;19742;41;5.8;172
24268;Meyrals;132;33;9;26;18010;152;12.5;638
24269;Mialet;81;27;3;5;16750;225;3.2;619
24271;Milhac-de-Nontron;54;10;3;0;18702;213;0;516
24272;Minzac;95;33;8;0;19974;105;10.9;457
24273;Molières;55;9;2;4;18064;93;0;327
24274;Monbazillac;121;42;9;0;23730;224;7.1;849
24276;Monestier;88;25;5;10;18564;98;0;384
24277;Monfaucon;64;14;3;0;17218;60;13.4;299
24278;Monmadalès;15;5;1;0;N/A;11;12.3;81
24279;Monmarvès;16;2;0;0;N/A;9;0;63
24280;Monpazier;50;34;11;2;15751;154;6.3;478
24281;Monsac;36;9;1;0;20344;43;10.3;194
24282;Monsaguel;25;8;1;0;20418;47;0;156
24284;Montagnac-d'Auberoche;38;6;1;0;19752;33;6.7;150
24285;Montagnac-la-Crempse;65;25;2;0;16370;128;7.8;387
24286;Montagrier;96;31;8;8;20248;143;9.5;526
24287;Montaut;17;5;0;0;19746;35;0;129
24288;Montazeau;39;21;4;0;20794;98;3.3;301
24289;Montcaret;314;63;17;0;18518;351;10.4;1445
24290;Montferrand-du-Périgord;17;10;3;1;14650;61;0;158
24291;Montignac;456;167;28;100;18158;962;3.6;2788
24292;Montpeyroux;82;23;4;0;18100;120;11.3;441
24293;Monplaisant;69;20;5;0;19210;72;3.4;291
24294;Montpon-Ménestérol;861;362;79;110;18486;1798;7.5;5469
24295;Montrem;275;80;13;7;19372;256;8.8;1254
24296;Mouleydier;225;70;20;25;19164;302;5.3;1136
24297;Moulin-Neuf;177;63;13;29;17084;250;9.8;916
24299;Mussidan;435;219;54;118;16920;937;5.9;2728
24300;Nabirat;83;21;8;0;18540;86;13.4;373
24301;Nadaillac;73;16;2;9;18206;102;5.4;368
24302;Nailhac;71;16;0;0;18412;80;12.3;325
24303;Nanteuil-Auriac-de-Bourzac;34;10;2;0;16820;86;4.6;216
24304;Nantheuil;168;40;5;0;19410;254;8.3;959
24305;Nanthiat;24;5;2;0;18514;83;4.2;240
24306;Nastringues;24;5;1;0;17060;22;9.1;110
24307;Naussannes;59;13;1;3;16158;68;8.2;245
24308;Négrondes;170;41;7;24;19200;200;3.6;832
24309;Neuvic;620;190;36;144;18460;939;8.1;3564
24311;Nontron;488;177;42;148;18908;1061;4.5;3085
24312;Sanilhac;1008;238;50;94;21598;872;7.3;4515
24313;Orliac;14;6;1;0;N/A;15;0;61
24314;Orliaguet;18;9;3;0;18252;16;0;105
24316;Parcoul-Chenaud;140;44;7;0;17134;196;8;746
24317;Paulin;46;13;4;0;15438;73;3.9;258
24318;Paunat;60;16;4;0;18216;102;3.3;306
24319;Paussac-et-Saint-Vivien;91;14;1;3;18440;134;15.3;459
24320;Payzac;144;31;2;14;16218;351;4.1;983
24321;Pazayac;206;54;13;0;18766;137;6.9;869
24322;Périgueux;4930;2778;674;3009;18370;7043;9.2;29912
24323;Petit-Bersac;27;4;1;0;19482;61;0;180
24324;Peyrignac;125;38;4;17;20890;134;22.2;586
24325;Peyrillac-et-Millac;40;16;4;0;20320;57;18.1;221
24326;Peyzac-le-Moustier;28;13;1;0;15130;46;5.5;182
24327;Pezuls;13;9;2;0;N/A;51;0;118
24328;Piégut-Pluviers;141;60;15;40;18263;467;7.7;1174
24329;Le Pizou;287;108;22;9;17456;326;11.4;1312
24330;Plazac;95;54;9;11;17588;193;2.9;699
24331;Pomport;163;32;7;14;20100;174;4;743
24334;Pontours;35;11;2;0;22005;64;10.3;194
24335;Port-Sainte-Foy-et-Ponchapt;453;135;27;70;17912;810;6.4;2492
24336;Prats-de-Carlux;116;23;7;0;18812;106;7.2;556
24337;Prats-du-Périgord;21;8;1;0;17764;52;0;147
24338;Pressignac-Vicq;77;23;2;0;17912;114;11.4;440
24339;Preyssac-d'Excideuil;28;8;1;0;19428;44;5.8;171
24340;Prigonrieux;738;222;36;150;20420;1140;9.6;4148
24341;Proissans;203;58;10;0;19796;234;6;1006
24345;Queyssac;85;22;3;0;21262;120;8.5;470
24346;Quinsac;49;20;1;0;17908;116;10.8;369
24347;Rampieux;26;4;2;0;16340;49;6.7;149
24348;Razac-d'Eymet;55;16;2;9;17894;74;17.2;290
24349;Razac-de-Saussignac;67;23;4;0;18074;71;0;337
24350;Razac-sur-l'Isle;524;128;29;25;19871;586;8;2384
24351;Ribagnac;64;12;4;0;19652;79;6.3;316
24352;Ribérac;653;268;64;155;17834;1325;5.9;3897
24353;La Rochebeaucourt-et-Argentine;38;21;5;0;18154;101;6.3;315
24354;La Roche-Chalais;600;213;46;26;16860;808;12.1;2987
24355;La Roque-Gageac;60;32;7;0;20822;139;8.8;453
24356;Rouffignac-Saint-Cernin-de-Reilhac;219;88;6;23;18176;513;8.2;1590
24357;Rouffignac-de-Sigoulès;47;18;3;7;19480;77;9.3;321
24359;Sadillac;31;4;1;0;18053;33;33.9;118
24360;Sagelat;44;16;3;0;17192;85;6.5;306
24361;Saint-Agne;87;20;6;1;19584;92;16;438
24362;Val de Louyre et Caudeau;261;88;19;11;18118;478;5;1607
24364;Coly-Saint-Amand;134;39;3;8;N/A;143;9.9;605
24365;Saint-Amand-de-Vergt;54;12;3;0;16358;50;8.1;246
24366;Saint-André-d'Allas;170;54;18;1;19850;172;12.2;822
24367;Saint-André-de-Double;23;7;1;1;16054;54;29.2;171
24370;Saint-Antoine-de-Breuilh;392;99;29;23;17828;514;8;1884
24371;Saint-Aquilin;94;25;8;7;18876;104;8.2;485
24372;Saint-Astier;1076;382;101;337;19242;1527;7.7;5590
24373;Saint-Aubin-de-Cadelech;57;16;1;0;18912;82;6;335
24374;Saint-Aubin-de-Lanquais;79;27;1;0;19288;50;6;335
24375;Saint-Aubin-de-Nabirat;22;11;0;0;19930;36;14.3;140
24376;Saint Aulaye-Puymangou;200;69;10;35;17382;577;3.5;1441
24377;Saint-Avit-de-Vialard;32;9;2;0;20557;41;0;158
24378;Saint-Avit-Rivière;7;9;2;0;N/A;23;0;77
24379;Saint-Avit-Sénieur;74;24;8;0;18296;142;0;457
24380;Saint-Barthélemy-de-Bellegarde;95;33;7;0;17942;117;5.8;515
24381;Saint-Barthélemy-de-Bussière;21;9;0;2;16588;78;0;212
24382;Saint-Capraise-de-Lalinde;99;37;6;3;17836;145;1.9;531
24383;Saint-Capraise-d'Eymet;31;4;3;0;14478;43;0;152
24384;Saint-Cassien;6;2;1;0;N/A;9;0;33
24385;Saint-Cernin-de-Labarde;32;11;3;0;20544;59;4.9;204
24386;Saint-Cernin-de-l'Herm;50;16;1;0;14882;62;0;233
24388;Saint-Chamassy;73;34;5;0;19790;159;1.9;525
24390;Saint-Crépin-d'Auberoche;92;18;5;5;18648;69;2.9;348
24392;Saint-Crépin-et-Carlucet;102;31;5;0;18486;103;5.8;518
24393;Sainte-Croix;10;5;3;0;N/A;22;0;86
24394;Sainte-Croix-de-Mareuil;34;9;3;0;18636;38;6.8;148
24395;Saint-Cybranet;71;22;2;6;18452;109;2.5;399
24396;Saint-Cyprien;238;135;23;83;16712;561;3.8;1579
24397;Saint-Cyr-les-Champagnes;36;3;1;0;17312;84;4;247
24398;Saint-Estèphe;86;30;6;8;18082;219;9.8;612
24399;Saint-Étienne-de-Puycorbier;17;5;2;0;16675;29;9.2;109
24401;Sainte-Eulalie-d'Ans;40;21;2;3;17096;94;10.5;287
24403;Saint-Félix-de-Bourdeilles;16;6;1;0;N/A;19;15.4;65
24404;Saint-Félix-de-Reillac-et-Mortemart;25;11;4;0;17595;46;5.4;185
24405;Saint-Félix-de-Villadeix;53;17;1;0;18052;92;12.8;312
24406;Sainte-Foy-de-Belvès;8;2;0;0;N/A;38;14.5;138
24407;Sainte-Foy-de-Longas;22;16;3;0;21385;74;4.3;235
24408;Saint-Front-d'Alemps;46;9;3;0;20780;67;7.6;264
24409;Saint-Front-de-Pradoux;223;60;9;14;19164;349;7.8;1150
24410;Saint-Front-la-Rivière;67;22;6;5;19110;186;7.5;530
24411;Saint-Front-sur-Nizonne;33;8;1;0;21270;31;6.4;157
24412;Saint-Geniès;191;57;11;0;19000;213;7.4;947
24413;Saint-Georges-Blancaneix;62;9;2;0;18226;51;12.6;239
24414;Saint-Georges-de-Montclard;72;26;7;4;17398;60;10.2;293
24415;Saint-Géraud-de-Corps;66;7;0;0;18908;49;16.8;238
24416;Saint-Germain-de-Belvès;27;12;1;0;21318;51;11.3;177
24417;Saint-Germain-des-Prés;80;24;1;5;18528;168;5.8;518
24418;Saint-Germain-du-Salembre;178;60;12;23;19390;256;11.8;933
24419;Saint-Germain-et-Mons;157;42;9;0;21176;156;12.3;811
24420;Saint-Géry;43;8;0;0;16508;56;12.8;234
24421;Saint-Geyrac;34;12;1;0;17716;54;5;199
24422;Saint-Hilaire-d'Estissac;17;1;0;0;20314;41;0;110
24423;Saint-Julien-Innocence-Eulalie;47;12;2;0;N/A;91;10.2;294
24424;Saint-Jean-d'Ataux;12;12;1;0;17226;48;0;124
24425;Saint-Jean-de-Côle;55;23;5;2;19184;109;16.4;366
24426;Saint-Jean-d'Estissac;38;3;3;0;17352;51;5.8;173
24428;Saint-Jory-de-Chalais;103;31;5;19;16128;168;3.5;579
24429;Saint-Jory-las-Bloux;41;9;2;0;18124;65;21.2;236
24432;Saint-Julien-de-Lampon;94;42;4;17;18554;200;1.6;618
24434;Saint-Just;20;8;2;0;15663;48;7.6;131
24436;Saint-Laurent-des-Hommes;186;50;11;0;19720;300;6.8;1022
24437;Saint-Laurent-des-Vignes;183;45;12;1;20334;205;7.9;886
24438;Saint-Laurent-la-Vallée;44;9;1;0;17578;93;7.8;256
